# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-21 02:47:56 EDT       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 14 site(s) are contained in this file
#    USGS 175708066163000 PIEZOMETER ERMITANO CENTRAL, SALINAS, PR 
#    USGS 175711066143600 PIEZOMETER JBNERR EAST 1 SALINAS, PR 
#    USGS 175711066143601 PIEZOMETER JBNERR EAST 2 SALINAS, PR 
#    USGS 175721066151400 PIEZOMETER JBNERR WEST 1 SALINAS, PR 
#    USGS 175721066151401 PIEZOMETER JBNERR WEST 2 SALINAS, PR 
#    USGS 175735066151800 PIEZOMETER C RASA, SALINAS, PR 
#    USGS 175748066160400 SAL 1 WELL, SALINAS, PR 
#    USGS 175833066145800 PIEZOMETER A RASA, SALINAS, PR 
#    USGS 175848066170700 PIEZOMETER RASA G SALINAS, PR 
#    USGS 175910066155500 PIEZOMETER RASA D, SALINAS, PR 
#    USGS 175921066144500 LAN 2 WELL, SALINAS, PR 
#    USGS 175933066161800 AMA 2 WELL, SALINAS, PR 
#    USGS 175947066130601 PIEZOMETER AGUIRRE HW 5B, SALINAS, PR 
#    USGS 180104066152300 PIEZOMETER RM 10, SALINAS, PR 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#     GW-MW      Multiple wells
#     GW-TH      Test hole
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#     A          Water level was affected by atmospheric pressure.
#     B          Water level was affected by tide stage.
#     D          Site was dry (no water level was recorded).
#     P          Site was being pumped.
#     R          Site had been pumped recently.
#     S          Nearby site that taps the same aquifer was being pumped.
#     T          Nearby site that taps the same aquifer had been pumped recently.
#     X          Water level was affected by stage in nearby surface-water site.
#     Z          Other conditions existed that would affect the measured water level (explain in remarks).
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     M          Date is accurate to the Month
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     ""         Not determined
#     0          Water level accuracy to nearest foot
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     R          Reported by person other than the owner, driller, or another government agency.
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     A          Airline measurement.
#     F          Transducer.
#     R          Reported, method not known.
#     S          Steel-tape measurement.
#     T          Electric-tape measurement.
#     U           Unknown method.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#     P          Provisional data subject to revision.
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	175711066143600	GW-MW	2009-05-18	11:14	AST	1.32			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2009-07-28	16:00	AST	2.31				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2009-07-28	16:10	AST	2.31				USGS	m	2	S	F	A
USGS	175711066143600	GW-MW	2009-08-27	11:32	AST	2.38			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2009-09-23	13:01	AST	2.10			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2009-10-09	11:23	AST	2.64			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2009-12-17	11:33	AST	3.03			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-01-27	09:37	AST	2.95			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-02-08	10:25	AST	3.11			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-04-29	10:49	AST	3.25			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-08-02	11:45	AST	1.36			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-08-05	12:25	AST	1.69			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2010-10-22	09:48	AST	0.36			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-01-13	11:37	AST	-0.26			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-03-30	12:05	AST	1.16			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-04-19	14:00	AST	1.54			S	USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2011-04-27	13:57	AST	-0.07			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-05-23	13:21	AST	0.68			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-06-27	10:30	AST	1.11			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-07-14	10:55	AST	-0.01			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-08-19	15:00	AST	-0.36			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2011-09-23	14:26	AST	-1.25			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-05-03	09:15	AST	0.40			B	USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2012-06-05	14:12	AST	1.13			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-06-06	10:35	AST	1.01			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-07-19	13:59	AST	1.44			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-08-20	12:44	AST	1.05			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-09-21	15:29	AST	0.87			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-10-05	11:38	AST	1.68			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2012-12-03	11:25	AST	1.44			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-01-28	12:22	AST	2.37			B	USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2013-02-01	12:17	AST	2.10			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-02-15	11:16	AST	2.13			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-04-05	11:36	AST	2.20			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-05-28	12:16	AST	3.05			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-06-17	11:31	AST	2.96			S	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-07-12	11:38	AST	2.52			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-08-07	10:45	AST	3.15			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-09-18	12:48	AST	2.29			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-10-29	10:23	AST	2.21			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-12-13	09:35	AST	2.14			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2013-12-13	10:45	AST	2.18			R	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-04-21	12:35	AST	2.65			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-06-10	13:22	AST	2.83			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-07-28	14:39	AST	2.99			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-10-15	13:21	AST	2.78			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-11-12	12:57	AST	2.65			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2014-12-18	13:14	AST	2.84			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-01-20	13:58	AST	2.92			B	USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-01-28	11:50	AST	3.04			R	USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2015-02-11	10:25	AST	2.99				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-03-12	10:09	AST	3.07				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-04-16	09:21	AST	3.23				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2015-05-14	08:13	AST	3.75				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-06-04	08:48	AST	3.76				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-07-16	14:18	AST	3.85				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-08-04	11:24	AST	3.52				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-09-10	12:28	AST	3.61				USGS	m	2	S	T	A
USGS	175711066143600	GW-MW	2015-10-15			4.03				USGS	D	2	S	S	P
USGS	175711066143600	GW-MW	2015-10-15	08:38	AST	4.03				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2015-11-16	15:08	AST	3.50				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2015-12-22	14:00	AST	3.07				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-01-25	10:45	AST	3.41				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-02-22	14:07	AST	3.33				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-03-29	09:24	AST	4.49				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-04-28	15:37	AST	4.15				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-05-17	09:56	AST	3.66				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-07-13	09:26	AST	3.71				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-08-29	13:48	AST	3.60				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-09-20	10:04	AST	3.44				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-10-26	14:56	AST	2.92				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-11-14	14:43	AST	2.77				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2016-11-29	10:37	AST	2.86				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-01-10	15:14	AST	2.90				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-02-14	13:01	AST	3.63				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-03-20	15:04	AST	3.78				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-05-03	10:27	AST	3.26				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-05-25	12:32	AST	3.91				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-06-05	14:44	AST	3.56				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2017-12-18	11:09	AST	-0.05				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2018-02-12	13:15	AST	-0.09				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2018-06-28	11:45	AST	0.74				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2018-08-02	14:47	AST	0.96				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2018-10-19	11:44	AST	0.81				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2018-12-04	11:46	AST	1.19				USGS	m	2	S	S	A
USGS	175711066143600	GW-MW	2019-01-15	13:46	AST	1.51				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2005-11-18	11:43	AST	1.87				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2005-12-01	13:53	AST	2.43				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-01-18	11:44	AST	2.82				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-02-08	11:12	AST	3.47				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-02-16	11:05	AST	3.38				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-02-22	11:05	AST	3.67				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-03-08	10:50	AST	2.54				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-04-19	12:17	AST	3.50				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-05-03	10:06	AST	3.07				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-06-02	12:57	AST	3.26				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-07-18	16:16	AST	2.23				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-08-15	12:03	AST	2.74				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-11-16	11:50	AST	2.49				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2006-12-01	14:06	AST	2.32				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-01-17	10:52	AST	3.73				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-02-21	10:10	AST	4.03				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-03-19	11:22	AST	4.59				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-04-19	09:10	AST	4.71				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-06-11	10:15	AST	3.28				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-09-17	12:01	AST	6.64				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2007-10-16	11:56	AST	4.27				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-02-01	14:34	AST	3.78				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-04-16	10:45	AST	5.33				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-05-14	14:19	AST	6.19				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-07-02	10:12	AST	7.49				USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-08-25	11:25	AST	7.78			S	USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2008-12-17	10:40	AST	3.03			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-01-27	12:29	AST	-0.39			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-02-20	12:30	AST	3.76			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-03-04	11:43	AST	3.41			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-05-18	11:16	AST	2.80			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-07-28	16:03	AST	5.14				USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-07-28	16:08	AST	5.14				USGS	m	2	S	F	A
USGS	175711066143601	GW-MW	2009-08-27	11:34	AST	5.99			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-09-23	13:02	AST	4.70			A	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-10-09	11:28	AST	5.69			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2009-12-17	11:35	AST	5.63			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2010-01-27	09:38	AST	5.0			B	USGS	m	1	S	T	A
USGS	175711066143601	GW-MW	2010-02-08	10:41	AST	5.38			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2010-04-29	11:02	AST	6.27			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2010-08-02	11:49	AST	2.76			A	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2010-08-05	12:37	AST	3.14			A	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2010-10-22	09:45	AST	1.51			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-01-13	11:40	AST	1.92			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-03-30	12:08	AST	3.62			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-04-27	14:00	AST	4.04			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-05-23	13:25	AST	1.39			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-06-27	10:33	AST	1.99			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-07-14	10:57	AST	1.20			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-08-19	15:07	AST	1.60			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2011-09-23	14:29	AST	0.96			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-06-05	14:20	AST	3.27			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-06-06	10:11	AST	3.24			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-07-19	14:02	AST	4.26			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-08-20	12:47	AST	3.81			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-09-21	15:32	AST	3.97			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-10-05	11:44	AST	4.34			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2012-12-03	11:20	AST	4.91			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-01-28	12:25	AST	5.89			B	USGS	m	2	S	S	A
USGS	175711066143601	GW-MW	2013-02-01	12:31	AST	5.94			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-02-15	11:19	AST	6.20			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-04-05	11:39	AST	5.60			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-05-28	12:19	AST	6.82			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-06-17	11:34	AST	7.43			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-07-12	11:31	AST	7.72			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-08-07	10:42	AST	8.71			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-09-18	12:45	AST	5.17			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-10-29	10:20	AST	5.40			B	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2013-12-13	10:38	AST	5.02			S	USGS	m	2	S	T	A
USGS	175711066143601	GW-MW	2014-04-21	12:31	AST	8.24			B	USGS	m	2	S	T	A
