# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-27 12:01:55 EDT       (nadww01)
#
# US Geological Survey groundwater levels
#
# Data for the following 10 site(s) are contained in this file
#    USGS 175837066165400 CAR WELL, SALINAS, PR 
#    USGS 175950066125200 PIEZOMETER AGUIRRE HW 10, SALINAS, PR 
#    USGS 175957066123400 PIEZOMETER AGUIRRE HW 13, SALINAS, PR 
#    USGS 180000066125200 PIEZOMETER AGUIRRE HW 4, SALINAS, PR 
#    USGS 180002066132200 PIEZOMETER AGUIRRE HW 1, SALINAS, PR 
#    USGS 180006066123700 PIEZOMETER AGUIRRE HW 7, SALINAS, PR 
#    USGS 180012066125500 PIEZOMETER AGUIRRE HW 11, SALINAS, PR 
#    USGS 180017066132100 PIEZOMETER AGUIRRE HW 2, SALINAS, PR 
#    USGS 180023066175400 THEATRE 1 WELL, SALINAS, PR 
#    USGS 180206066135500 PIEZOMETER RM 5, SALINAS, PR 
# -----------------------------------------------------------------------------------
#
# The fields in this file include:
# ---------------------------------
# agency_cd     Agency code
# site_no       USGS site number
# site_tp_cd    Site type code
# lev_dt        Date level measured
# lev_tm        Time level measured
# lev_tz_cd     Time datum
# lev_va        Water-level value in feet below land surface
# sl_lev_va     Water-level value in feet above specific vertical datum
# sl_datum_cd   Referenced vertical datum
# lev_status_cd Status
# lev_agency_cd Measuring agency
# lev_dt_acy_cd Water-level date-time accuracy
# lev_acy_cd    Water-level accuracy
# lev_src_cd    Source of measurement
# lev_meth_cd   Method of measurement
# lev_age_cd    Water-level approval status
#
# Referenced agency codes (lev_agency_cd) included in this output:
#
#     ""         Not determined
#     USGS       U.S. Geological Survey
#
# Referenced site type codes (site_tp_cd) included in this output:
#
#     GW         Well
#
# Referenced water-level site status codes (lev_status_cd) included in this output:
#
#     ""         The reported water-level measurement represents a static level
#     D          Site was dry (no water level was recorded).
#     S          Nearby site that taps the same aquifer was being pumped.
#     Z          Other conditions existed that would affect the measured water level (explain in remarks).
#
# Referenced water-level date-time accuracy codes (lev_dt_acy_cd) included in this output:
#
#     D          Date is accurate to the Day
#     m          Date is accurate to the Minute
#
# Referenced water-level accuracy codes (lev_acy_cd) included in this output:
#
#     ""         Not determined
#     1          Water level accuracy to nearest tenth of a foot
#     2          Water level accuracy to nearest hundredth of a foot
#
# Referenced source of measurement codes (lev_src_cd) included in this output:
#
#     S          Measured by personnel of reporting agency.
#     U          Source is unknown.
#
# Referenced method of measurement codes (lev_meth_cd) included in this output:
#
#     R          Reported, method not known.
#     S          Steel-tape measurement.
#     U           Unknown method.
#
# Referenced water-level approval-status codes (lev_age_cd) included in this output:
#
#     A          Approved for publication -- Processing and review completed.
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
#
agency_cd	site_no	site_tp_cd	lev_dt	lev_tm	lev_tz_cd	lev_va	sl_lev_va	sl_datum_cd	lev_status_cd	lev_agency_cd	lev_dt_acy_cd	lev_acy_cd	lev_src_cd	lev_meth_cd	lev_age_cd
USGS	175950066125200	GW	1987-12-11			12.53					D	2	U	S	A
USGS	175950066125200	GW	1987-12-21			12.06					D	2	U	S	A
USGS	175950066125200	GW	1988-01-04			13.70					D	2	U	S	A
USGS	175950066125200	GW	1988-01-11			14.68					D	2	U	S	A
USGS	175950066125200	GW	1988-01-19			15.80					D	2	U	S	A
USGS	175950066125200	GW	1988-01-25			16.59					D	2	U	S	A
USGS	175950066125200	GW	1988-02-04			17.75					D	2	U	S	A
USGS	175950066125200	GW	1988-02-08			18.17					D	2	U	S	A
USGS	175950066125200	GW	1988-02-16			18.90					D	2	U	S	A
USGS	175950066125200	GW	1988-02-22			19.40					D	2	U	S	A
USGS	175950066125200	GW	1988-02-29			19.87					D	2	U	S	A
USGS	175950066125200	GW	1988-03-07			20.27					D	2	U	S	A
USGS	175950066125200	GW	1988-04-05	10:00	AST	21.40					m	2	U	S	A
USGS	175950066125200	GW	1988-05-10	10:33	AST	22.49					m	2	U	S	A
USGS	175950066125200	GW	1988-06-09	12:56	AST	23.09					m	2	U	S	A
USGS	175950066125200	GW	1988-07-14	12:23	AST	23.67					m	2	U	S	A
USGS	175950066125200	GW	1988-08-09	11:49	AST	24.44					m	2	U	S	A
USGS	175950066125200	GW	1988-09-19	10:38	AST	23.58					m	2	U	S	A
USGS	175950066125200	GW	1988-10-14	11:32	AST	23.97					m	2	U	S	A
USGS	175950066125200	GW	1988-11-12	14:56	AST	23.08					m	2	U	S	A
USGS	175950066125200	GW	1989-02-10	07:51	AST	25.41					m	2	U	S	A
USGS	175950066125200	GW	1989-03-15	09:03	AST	25.86					m	2	U	S	A
USGS	175950066125200	GW	1989-04-10	08:34	AST	26.18					m	2	U	S	A
USGS	175950066125200	GW	1989-05-10	12:18	AST	26.35					m	2	U	S	A
USGS	175950066125200	GW	1989-06-12	10:20	AST	26.49					m	2	U	S	A
USGS	175950066125200	GW	1989-07-25	12:11	AST	26.97					m	2	U	S	A
USGS	175950066125200	GW	1989-10-13	10:57	AST	25.91					m	2	U	U	A
USGS	175950066125200	GW	1989-11-20	11:41	AST	26.38					m	2	U	U	A
USGS	175950066125200	GW	1989-12-11	09:44	AST	26.82					m	2	U	U	A
USGS	175950066125200	GW	1990-03-16	11:52	AST	28.27					m	2	U	U	A
USGS	175950066125200	GW	1990-03-16	13:02	AST	28.27					m	2	U	U	A
USGS	175950066125200	GW	1990-04-11	11:52	AST	28.54					m	2	U	U	A
USGS	175950066125200	GW	1990-04-16	11:52	AST	28.54					m	2	U	U	A
USGS	175950066125200	GW	1990-05-04	12:35	AST	28.90					m	2	U	U	A
USGS	175950066125200	GW	1990-06-04	08:36	AST	29.33					m	2	U	U	A
USGS	175950066125200	GW	1990-07-10	10:55	AST	29.9					m	1	U	S	A
USGS	175950066125200	GW	1990-08-07	11:54	AST	30.4					m	1	U	S	A
USGS	175950066125200	GW	1990-09-05	12:36	AST	30.8					m	1	U	S	A
USGS	175957066123400	GW	1987-10-29			44.93					D	2	U	S	A
USGS	175957066123400	GW	1987-11-02			44.95					D	2	U	S	A
USGS	175957066123400	GW	1987-12-02			36.64					D	2	U	S	A
USGS	175957066123400	GW	1987-12-03			37.13					D	2	U	S	A
USGS	175957066123400	GW	1987-12-07			39.27					D	2	U	S	A
USGS	175957066123400	GW	1987-12-11			39.54					D	2	U	S	A
USGS	175957066123400	GW	1987-12-16			40.35					D	2	U	S	A
USGS	175957066123400	GW	1987-12-21			41.11					D	2	U	S	A
USGS	175957066123400	GW	1988-01-04			43.01					D	2	U	S	A
USGS	175957066123400	GW	1988-01-11			43.48					D	2	U	S	A
USGS	175957066123400	GW	1988-01-19			43.80					D	2	U	S	A
USGS	175957066123400	GW	1988-01-25			43.92					D	2	U	S	A
USGS	175957066123400	GW	1988-02-04			43.91					D	2	U	S	A
USGS	175957066123400	GW	1988-02-08			43.88					D	2	U	S	A
USGS	175957066123400	GW	1988-02-16			43.81					D	2	U	S	A
USGS	175957066123400	GW	1988-02-22			43.83					D	2	U	S	A
USGS	175957066123400	GW	1988-02-29			43.89					D	2	U	S	A
USGS	175957066123400	GW	1988-03-07			44.0					D	1	U	S	A
USGS	175957066123400	GW	1988-04-14	10:00	AST	45.53			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-05-12	11:31	AST	46.42			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-06-09	09:26	AST	47.27			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-07-14	13:26	AST	48.74			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-08-09	13:57	AST	49.63			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-09-21	13:20	AST	46.47			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-10-14	12:05	AST	45.67			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-11-07	11:35	AST	46.10			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1988-12-13	11:42	AST	45.90			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-01-17	09:01	AST	44.92			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-02-09	11:29	AST	44.78			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-03-15	08:15	AST	44.74			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-04-07	11:07	AST	45.55			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-05-10	12:54	AST	45.39			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-06-12	11:35	AST	45.51				USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-07-25	11:09	AST	45.63			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-08-15	12:42	AST	45.29			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-09-11	12:34	AST	45.61			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-10-16	10:29	AST	44.69			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1989-11-20	12:49	AST	45.20					m	2	U	U	A
USGS	175957066123400	GW	1989-12-11	10:52	AST	45.46					m	2	U	U	A
USGS	175957066123400	GW	1989-12-11	10:58	AST	45.46			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-01-18	12:45	AST	45.50			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-02-15	10:41	AST	45.65			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-03-20	13:45	AST	45.71			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-04-12	09:17	AST	45.85			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-05-04	11:39	AST	45.82			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-06-04	09:34	AST	45.86			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-07-10	11:46	AST	45.99			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-08-07	10:26	AST	46.04			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1990-09-05	14:11	AST	46.06			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1991-06-04	15:00	AST	46.21			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1991-07-31	10:08	AST	45.84			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1991-08-01	08:45	AST	45.83			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1991-08-23	10:39	AST	45.87			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1991-11-05	09:00	AST	45.90			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-02-05	14:16	AST	46.17			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-03-24	09:06	AST	46.37			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-05-22	10:20	AST	46.11			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-06-24	13:50	AST	46.62			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-07-20	14:18	AST	47.57				USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-08-20	12:58	AST	46.87			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-09-15	13:50	AST	47.48			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-10-27	12:17	AST	47.87			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-11-17	10:43	AST	48.06			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1992-12-15	13:02	AST	46.15			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-01-20	13:44	AST	45.78			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-02-10	10:44	AST	45.75			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-03-12	09:40	AST	45.87			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-04-20	08:03	AST	45.89			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-05-12	08:10	AST	45.90			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-06-17	09:15	AST	46.23			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-07-19	11:57	AST	46.13			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-08-19	14:49	AST	46.23			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-09-20	10:01	AST	46.32			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-10-19	09:30	AST	46.40			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-11-18	08:56	AST	46.34			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1993-12-17	15:18	AST	46.77			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-01-22	11:10	AST	47.68			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-02-10	10:52	AST	46.36			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-03-08	10:47	AST	46.36			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-04-05	12:40	AST	46.39			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-05-19	07:49	AST	46.57			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-06-15	11:52	AST	46.62			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-09-12	10:20	AST	46.93			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-10-05	10:39	AST	47.01			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-11-09	12:00	AST	46.09			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1994-12-16	08:29	AST	46.62			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-01-10	13:58	AST	46.70			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-02-14	14:42	AST	46.97			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-03-07	08:43	AST	47.02			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-04-11	11:01	AST	47.17			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-05-09	10:57	AST	47.26			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-06-13	11:54	AST	47.35			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-07-11	09:51	AST	47.45			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-08-07	11:25	AST	47.55			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-09-13	13:35	AST	47.63			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-10-11	10:49	AST	47.66			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1995-11-07	09:24	AST	46.76			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-01-17	10:24	AST	46.87			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-02-07	09:10	AST	47.89			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-03-14	08:28	AST	47.89			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-04-24	09:50	AST	48.16			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-05-24	10:00	AST	50.17			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-08-12	09:20	AST	50.99			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-10-09	11:30	AST	47.14			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-11-13	12:32	AST	47.67				USGS	m	2	S	S	A
USGS	175957066123400	GW	1996-12-10	07:30	AST	47.56				USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-01-14	08:00	AST	47.72			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-02-12	08:40	AST	47.82			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-03-11	09:23	AST	47.77			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-04-09	14:10	AST	47.47			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-05-14	12:40	AST	47.47			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-06-11	09:24	AST	47.47			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-07-09	12:38	AST				D	USGS	m		S	U	A
USGS	175957066123400	GW	1997-08-12	10:29	AST				D	USGS	m		S	U	A
USGS	175957066123400	GW	1997-09-09	13:10	AST				D	USGS	m		S	U	A
USGS	175957066123400	GW	1997-10-24	12:32	AST	46.82			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-11-12	11:02	AST	46.82			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1997-12-15	08:09	AST	46.94			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-01-21	07:50	AST	47.03			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-02-10	08:18	AST	47.04			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-03-11	07:10	AST	47.14			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-05-06	08:49	AST	47.22			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-06-02	07:21	AST	48.12			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-07-22	07:41	AST	47.47			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-09-11	12:01	AST	48.06			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1998-11-18	09:03	AST	45.20			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-01-19	12:00	AST	43.57			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-03-09	08:27	AST	43.67			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-04-07	08:36	AST	44.97			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-05-11	11:27	AST	46.57			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-06-02	08:09	AST	47.15			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-07-29	09:54	AST	47.30			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-08-09	10:55	AST	47.27			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	1999-10-13	10:44	AST	47.26			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-02-01	08:28	AST	43.27			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-03-30	10:53	AST	45.99			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-06-26	08:58	AST	47.08			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-07-24	09:40	AST	50.72			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-08-21	08:44	AST	47.16			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2000-09-25	11:29	AST	48.07				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-02-26	09:18	AST	47.02			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-03-06	08:20	AST	47.42				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-04-12	11:10	AST	47.71			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-05-15	13:15	AST	47.57				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-06-04	12:05	AST	47.57			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-07-05	14:17	AST	47.60			Z	USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-09-20	08:25	AST	47.67				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-10-19	08:30	AST	47.75				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-11-07	08:57	AST	47.55				USGS	m	2	S	S	A
USGS	175957066123400	GW	2001-12-18	08:18	AST	47.59				USGS	m	2	S	S	A
USGS	175957066123400	GW	2002-02-15	12:48	AST	48.11				USGS	m	2	S	S	A
USGS	175957066123400	GW	2002-03-14	14:50	AST	47.60				USGS	m	2	S	S	A
USGS	175957066123400	GW	2002-04-24	12:27	AST	47.54				USGS	m	2	S	S	A
USGS	175957066123400	GW	2002-08-02	10:43	AST	47.66				USGS	m	2	S	S	A
USGS	180000066125200	GW	1987-09-01			24.78					D	2	U	S	A
USGS	180000066125200	GW	1987-09-04			21.44					D	2	U	S	A
USGS	180000066125200	GW	1987-09-09			21.62					D	2	U	S	A
USGS	180000066125200	GW	1987-09-11			24.67					D	2	U	S	A
USGS	180000066125200	GW	1987-09-29			25.90					D	2	U	S	A
USGS	180000066125200	GW	1987-10-06			25.36					D	2	U	S	A
